,England,Germany,Switzerland,Norfolk Island,"Australian External Territories, nec",New Zealand,Chile,Philippines,India,South Africa,Scotland,France,Canada,New Caledonia,Netherlands,The former Yugoslav Republic of Macedonia,Italy,Bangladesh,United States of America,Ireland,Poland,Croatia,Hong Kong (SAR of China,Austria,Gaza Strip and West Bank,Portugal,Greece,Papua New Guinea,"Korea, Republic of (South",Taiwan,Malta,Lebanon,Northern Ireland,Denmark,China (excludes SARs and Taiwan,Wales,Thailand,Norway,Spain,Malaysia,Cook Islands,Serbia,Indonesia,Iran,Turkey,Egypt,Finland,Bosnia and Herzegovina,Russian Federation,Ukraine,Zimbabwe,Czech Republic,Cyprus,Singapore,Uruguay,Sri Lanka,Vanuatu,Nepal,Vietnam,Namibia,Hungary,Guyana,Iraq,Japan,Argentina,Gibraltar,Tanzania,Laos,Sweden,Myanmar,Fiji,Tonga,Nigeria,Pakistan,Sudan,Mauritius,Syria,Israel,Romania,Mexico,Belgium,Bhutan,Brazil,Saudi Arabia,"Congo, Democratic Republic of",Uganda,Paraguay,Samoa,Cambodia,Kuwait,Afghanistan,Ethiopia,Venezuela,Solomon Islands,Estonia,Slovenia,United Arab Emirates,Liberia,Colombia,Montenegro,Mongolia,England (%),Germany (%),Switzerland (%),Norfolk Island (%),"Australian External Territories, nec (%)",New Zealand (%),Chile (%),Philippines (%),India (%),South Africa (%),Scotland (%),France (%),Canada (%),New Caledonia (%),Netherlands (%),The former Yugoslav Republic of Macedonia (%),Italy (%),Bangladesh (%),United States of America (%),Ireland (%),Poland (%),Croatia (%),Hong Kong (SAR of China (%),Austria (%),Gaza Strip and West Bank (%),Portugal (%),Greece (%),Papua New Guinea (%),"Korea, Republic of (South (%)",Taiwan (%),Malta (%),Lebanon (%),Northern Ireland (%),Denmark (%),China (excludes SARs and Taiwan (%),Wales (%),Thailand (%),Norway (%),Spain (%),Malaysia (%),Cook Islands (%),Serbia (%),Indonesia (%),Iran (%),Turkey (%),Egypt (%),Finland (%),Bosnia and Herzegovina (%),Russian Federation (%),Ukraine (%),Zimbabwe (%),Czech Republic (%),Cyprus (%),Singapore (%),Uruguay (%),Sri Lanka (%),Vanuatu (%),Nepal (%),Vietnam (%),Namibia (%),Hungary (%),Guyana (%),Iraq (%),Japan (%),Argentina (%),Gibraltar (%),Tanzania (%),Laos (%),Sweden (%),Myanmar (%),Fiji (%),Tonga (%),Nigeria (%),Pakistan (%),Sudan (%),Mauritius (%),Syria (%),Israel (%),Romania (%),Mexico (%),Belgium (%),Bhutan (%),Brazil (%),Saudi Arabia (%),"Congo, Democratic Republic of (%)",Uganda (%),Paraguay (%),Samoa (%),Cambodia (%),Kuwait (%),Afghanistan (%),Ethiopia (%),Venezuela (%),Solomon Islands (%),Estonia (%),Slovenia (%),United Arab Emirates (%),Liberia (%),Colombia (%),Montenegro (%),Mongolia (%),SSC_CODE
Eastern Creek,,,,,,37,,55,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,6.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11366
Minchinbury,74,,,,,161,,463,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,2.9,,8.3,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12633
Rooty Hill,,,,,,358,,"2,429",671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492,,,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,16.5,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,13395
Botany,364,,,,,276,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,,,,,,,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,2.6,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10517
Mascot,298,,,,,,,396,321,,,,,,,,,,,,,,,,,,,,,,,,,,"1,559",,,,,,,,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,,,,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12519
Eastlakes,,,,,,,,,,,,,,,,,,469,,,,,,,,,176,,,,,,,,349,,,,,,,,313,,,,,,,,,,,,,,,,,,,,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,2.6,,,,,,,,5.1,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11368
Rosebery (NSW),252,,,,,211,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,"1,106",,,,,,,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,2.1,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,11.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13405
Pagewood,101,,,,,65,,,,,,,,,,,,,,,,,,,,,91,,,,,,,,122,,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,1.7,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,3.2,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13125
Daceyville,29,,,,,16,,,,,,,,,,,,,,,17,,,,,,23,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,1.4,,,,,,,,,,,,,,,1.5,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11185
Hillsdale,,,,,,,,206,156,,,,,,,,,315,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,2.9,,,,,,,,,5.8,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11911
Eastgardens,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,25,,,,,,,,31,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,3.0,,,,,,,,3.7,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11367
Matraville,289,,,,,210,,,,,,,,,,,,,,,,,131,,,,,,,,,,,,360,,,,,,,,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,2.1,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,3.7,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12524
Marrickville,791,,,,,554,,,,,,,,,,,,,,,,,,,,,"1,115",,,,,,,,449,,,,,,,,,,,,,,,,,,,,,,,,"1,586",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.1,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12504
Petersham,341,,,,,203,,,,,,,,,,,105,,,,,,,,,156,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,2.5,,,,,,,,,,,1.3,,,,,,,,,1.9,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13190
Dulwich Hill,469,,,,,298,,220,,,,,,,,,,,,,,,,,,,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,2.2,,1.6,,,,,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11303
Newtown (NSW),872,,,,,434,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,347,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,,,,2.9,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,2.3,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12960
Lewisham (NSW),117,,,,,48,,,,,,,,,,,,,,,,,,,,52,40,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,1.5,,,,,,,,,,,,,,,,,,,,1.7,1.3,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12313
Stanmore (NSW),314,,,,,185,,,,,,,,,,,118,,,,,,,,,,103,,,,,,,,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,2.3,,,,,,,,,,,1.5,,,,,,,,,,1.3,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13650
Camperdown (NSW),475,,,,,268,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,954,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,2.6,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,9.3,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10781
Enmore (Inner West - NSW),190,,,,,91,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,2.4,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11425
St Peters (NSW),162,,,,,79,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,2.5,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13644
Sydenham (NSW),34,,,,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,53,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,4.7,,,,,,,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13714
Tempe,102,,,,,87,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,,,,2.5,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13785
Darlinghurst,691,,,,,431,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,175,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,3.8,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.6,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11212
Erskineville,570,,,,,256,,,,,,,,,,,,,95,98,,,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,3.2,,,,,,,,,,,,,1.2,1.2,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11439
Alexandria,443,,,,,307,,,,,,,,,,,,,86,106,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,,,,3.7,,,,,,,,,,,,,1.0,1.3,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10030
Glebe (NSW),526,,,,,319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,,147,,,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,1.3,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11641
Forest Lodge,228,,,,,119,,,58,,,,,,,,,,58,,,,,,,,,,,,,,,,520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,2.6,,,1.3,,,,,,,,,,1.3,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11546
Annandale (NSW),491,,,,,237,,,,,,,,,,,99,,124,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,2.5,,,,,,,,,,,1.0,,1.3,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10061
Darlington (Sydney - NSW),91,,,,,68,,,63,,,,,,,,,,52,,,,,,,,,,,,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,2.2,,,2.1,,,,,,,,,,1.7,,,,,,,,,,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11214
Potts Point,497,,,,,328,,,,,,116,,,,,113,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,3.5,,,,,,1.2,,,,,1.2,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13256
Elizabeth Bay,316,,,,,209,,,,,,82,,,,,84,,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,4.0,,,,,,1.6,,,,,1.6,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11395
Sydney,,,,,,,,,609,,,,,,,,,,,,,,,,,,,,935,,,,,,"2,027",,"2,296",,,,,,"1,842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,5.4,,,,,,11.7,,13.3,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13715
Woolloomooloo,251,,,,,133,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,87,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,3.3,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14406
Rushcutters Bay,159,,,,,96,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,6.4,,,,,3.9,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,13444
Pyrmont,625,,,,,315,,,370,,,,,,,,,,,,,,,,,,,,505,,,,,,907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,,,,2.5,,,2.9,,,,,,,,,,,,,,,,,,,,4.0,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13284
Ultimo,,,,,,,,,215,,,,,,,,,,,,,,,,,,,,312,,,,,,"2,629",,439,,,,,,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,3.5,,,,,,29.8,,5.0,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14006
Redfern,678,,,,,436,,,,,,,,,,,,,208,145,,,,,,,,,,,,,,,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,3.3,,,,,,,,,,,,,1.6,1.1,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13339
Eveleigh,18,,,,,32,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,,,,,4.9,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11471
Chippendale,199,,,,,,,,,,,,,,,,,,,,,,201,,,,,,,,,,,,"2,294",,313,,,,,,455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,,,,,,,26.7,,3.6,,,,,,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10907
Surry Hills,"1,049",,,,,521,,,,,,,,,,,,,306,,,,,,,,,,,,,,,,584,,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,3.2,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,3.6,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13699
Haymarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,,,,,,"1,385",,"1,519",,,,,,840,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,18.9,,20.7,,,,,,11.5,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11877
Dawes Point,26,,,,,11,,,,,,,6,,,,,,10,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,3.3,,,,,,,1.8,,,,,,3.0,,,,,,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11222
Millers Point,90,,,,,38,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,,,,,2.6,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12619
Barangaroo,5,,,,,3,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,1.6,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10191
Balmain East,170,,,,,61,,,,20,,,,,,,,,21,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,3.2,,,,1.0,,,,,,,,,1.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10165
The Rocks (Sydney - NSW),29,,,,,,,,14,,,,,,,,,,12,,,,,,,,,,14,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,,,,1.9,,,,,,,,,,1.6,,,,,,,,,,1.9,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13840
Waterloo (NSW),615,,,,,378,,,,,,,,,,,,,236,,,,,,,,,,287,,,,,,"1,997",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,2.6,,,,,,,,,,,,,1.6,,,,,,,,,,2.0,,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14183
Zetland,336,,,,,,,,,,,,,,,,,,,202,,,200,,,,,,,,,,,,"3,127",,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,,,,,,,,,,,31.0,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14524
Beaconsfield (NSW),37,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,50,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,,,,,,,5.2,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10239
Bronte,531,,,,,176,,,,101,,,,,,,,,103,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,,,2.6,,,,1.5,,,,,,,,,1.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10594
Tamarama,122,,,,,53,,,,34,,33,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,,,,,3.3,,,,2.1,,2.1,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13741
Bondi,805,,,,,260,,,,262,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,,,,,,,,8.0,,,,,2.6,,,,2.6,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,10464
